team1,team2,league,num_games,num_won,win_ratio
Caen,Angers,France,1,0,0
Caen,AS Monaco,France,4,0,0
Caen,AS Nancy Lorraine,France,1,0,0
Caen,Bastia,France,2,0,0
Caen,Bordeaux,France,3,1,0.333333333333333
Caen,Brest,France,1,0,0
Caen,Dijon FCO,France,1,0,0
Caen,Evian Thonon Gaillard,France,3,2,0.666666666666667
Caen,Guingamp,France,4,1,0.25
Caen,Lens,France,1,1,1
Caen,Lille,France,3,0,0
Caen,Lorient,France,4,2,0.5
Caen,Lyon,France,3,2,0.666666666666667
Caen,Marseille,France,5,1,0.2
Caen,Metz,France,1,0,0
Caen,Montpellier,France,5,2,0.4
Caen,Nantes,France,3,2,0.666666666666667
Caen,Nice,France,4,0,0
Caen,Paris Saint-Germain,France,3,0,0
Caen,Sochaux,France,2,1,0.5
Caen,St Etienne,France,2,1,0.5
Caen,Stade de Reims,France,1,1,1
Caen,Stade Rennes,France,3,1,0.333333333333333
Caen,Toulouse,France,1,0,0
Caen,Troyes,France,2,2,1
Caen,Valenciennes,France,1,0,0
Cagliari,AC Milan,Italy,5,0,0
Cagliari,AS Roma,Italy,6,3,0.5
Cagliari,Atalanta,Italy,5,1,0.2
Cagliari,Bologna,Italy,2,0,0
Cagliari,Catania,Italy,2,1,0.5
Cagliari,Cesena,Italy,2,1,0.5
Cagliari,Crotone,Italy,1,1,1
Cagliari,Empoli,Italy,1,0,0
Cagliari,Fiorentina,Italy,5,2,0.4
Cagliari,Genoa,Italy,7,4,0.571428571428571
Cagliari,Hellas Verona,Italy,2,0,0
Cagliari,Internazionale,Italy,8,2,0.25
Cagliari,Juventus,Italy,6,0,0
Cagliari,Lazio,Italy,4,0,0
Cagliari,Lecce,Italy,1,0,0
Cagliari,Livorno,Italy,2,0,0
Cagliari,Napoli,Italy,4,0,0
Cagliari,Novara,Italy,1,1,1
Cagliari,Palermo,Italy,5,2,0.4
Cagliari,Parma,Italy,1,0,0
Cagliari,Sampdoria,Italy,4,2,0.5
Cagliari,Sassuolo,Italy,5,2,0.4
Cagliari,Siena,Italy,1,1,1
Cagliari,Torino,Italy,6,2,0.333333333333333
Cagliari,Udinese,Italy,4,2,0.5
Cagliari,US Pescara,Italy,2,0,0
Cardiff,Chelsea,England,2,0,0
Cardiff,Everton,England,1,0,0
Cardiff,Fulham,England,1,1,1
Cardiff,Liverpool,England,2,0,0
Cardiff,Manchester City,England,1,0,0
Cardiff,Manchester Utd,England,1,0,0
Cardiff,Newcastle,England,1,0,0
Cardiff,Norwich City,England,1,1,1
Cardiff,Stoke City,England,1,0,0
Cardiff,Sunderland,England,1,0,0
Cardiff,West Brom,England,1,0,0
Carpi,AS Roma,Italy,2,0,0
Carpi,Atalanta,Italy,1,0,0
Carpi,Bologna,Italy,1,0,0
Carpi,Chievo Verona,Italy,1,0,0
Carpi,Fiorentina,Italy,1,0,0
Carpi,Frosinone,Italy,2,1,0.5
Carpi,Genoa,Italy,2,2,1
Carpi,Hellas Verona,Italy,1,1,1
Carpi,Internazionale,Italy,2,0,0
Carpi,Juventus,Italy,1,0,0
Carpi,Lazio,Italy,1,0,0
Carpi,Palermo,Italy,2,0,0
Carpi,Sampdoria,Italy,2,1,0.5
Carpi,Sassuolo,Italy,1,0,0
Carpi,Torino,Italy,1,1,1
Carpi,Udinese,Italy,1,1,1
Catania,AC Milan,Italy,4,0,0
Catania,AS Roma,Italy,4,1,0.25
Catania,Atalanta,Italy,4,2,0.5
Catania,Bologna,Italy,1,1,1
Catania,Cagliari,Italy,2,0,0
Catania,Chievo Verona,Italy,3,1,0.333333333333333
Catania,Fiorentina,Italy,3,1,0.333333333333333
Catania,Genoa,Italy,2,1,0.5
Catania,Internazionale,Italy,3,1,0.333333333333333
Catania,Juventus,Italy,2,0,0
Catania,Lazio,Italy,4,1,0.25
Catania,Lecce,Italy,1,0,0
Catania,Livorno,Italy,1,0,0
Catania,Napoli,Italy,4,1,0.25
Catania,Novara,Italy,2,1,0.5
Catania,Palermo,Italy,3,0,0
Catania,Parma,Italy,3,1,0.333333333333333
Catania,Sampdoria,Italy,3,2,0.666666666666667
Catania,Sassuolo,Italy,1,0,0
Catania,Siena,Italy,1,1,1
Catania,Torino,Italy,3,0,0
Catania,Udinese,Italy,3,1,0.333333333333333
Catania,US Pescara,Italy,1,0,0
Celta Vigo,Almeria,Spain,3,2,0.666666666666667
Celta Vigo,Athletic Bilbao,Spain,6,0,0
Celta Vigo,Atletico Madrid,Spain,3,0,0
Celta Vigo,Barcelona,Spain,5,2,0.4
Celta Vigo,Cordoba,Spain,1,0,0
Celta Vigo,Deportivo La Coruna,Spain,5,2,0.4
Celta Vigo,Eibar,Spain,2,1,0.5
Celta Vigo,Elche,Spain,1,0,0
Celta Vigo,Espanyol,Spain,3,1,0.333333333333333
Celta Vigo,Getafe,Spain,5,2,0.4
Celta Vigo,Granada,Spain,7,4,0.571428571428571
Celta Vigo,Las Palmas,Spain,3,0,0
Celta Vigo,Levante,Spain,3,2,0.666666666666667
Celta Vigo,Malaga,Spain,2,1,0.5
Celta Vigo,Mallorca,Spain,1,0,0
Celta Vigo,Osasuna,Spain,1,0,0
Celta Vigo,Rayo Vallecano,Spain,2,1,0.5
Celta Vigo,Real Betis,Spain,5,2,0.4
Celta Vigo,Real Madrid,Spain,5,0,0
Celta Vigo,Real Sociedad,Spain,7,1,0.142857142857143
Celta Vigo,Real Valladolid,Spain,2,2,1
Celta Vigo,Real Zaragoza,Spain,1,1,1
Celta Vigo,Sevilla,Spain,4,1,0.25
Celta Vigo,Sporting Gijon,Spain,2,2,1
Celta Vigo,Valencia,Spain,7,2,0.285714285714286
Celta Vigo,Villarreal,Spain,3,1,0.333333333333333
Cesena,AC Milan,Italy,2,0,0
Cesena,AS Roma,Italy,2,0,0
Cesena,Atalanta,Italy,3,0,0
Cesena,Cagliari,Italy,2,0,0
Cesena,Chievo Verona,Italy,1,0,0
Cesena,Empoli,Italy,1,0,0
Cesena,Fiorentina,Italy,2,0,0
Cesena,Genoa,Italy,2,0,0
Cesena,Hellas Verona,Italy,2,0,0
Cesena,Internazionale,Italy,2,0,0
Cesena,Juventus,Italy,1,0,0
Cesena,Lazio,Italy,2,1,0.5
Cesena,Napoli,Italy,3,0,0
Cesena,Novara,Italy,1,1,1
Cesena,Palermo,Italy,2,0,0
Cesena,Parma,Italy,2,1,0.5
Cesena,Sampdoria,Italy,1,0,0
Cesena,Sassuolo,Italy,2,0,0
Cesena,Torino,Italy,1,0,0
Cesena,Udinese,Italy,2,0,0
Chelsea,Aston Villa,England,1,1,1
Chelsea,Bournemouth,England,1,1,1
Chelsea,Burnley,England,2,1,0.5
Chelsea,Cardiff,England,2,2,1
Chelsea,Crystal Palace,England,3,2,0.666666666666667
Chelsea,Everton,England,3,1,0.333333333333333
Chelsea,Fulham,England,1,1,1
Chelsea,Hull,England,1,1,1
Chelsea,Leicester City,England,3,1,0.333333333333333
Chelsea,Liverpool,England,6,2,0.333333333333333
Chelsea,Manchester City,England,4,2,0.5
Chelsea,Manchester Utd,England,3,1,0.333333333333333
Chelsea,Newcastle,England,3,1,0.333333333333333
Chelsea,Norwich City,England,2,2,1
Chelsea,QPR,England,1,1,1
Chelsea,Southampton,England,5,2,0.4
Chelsea,Stoke City,England,4,2,0.5
Chelsea,Sunderland,England,5,3,0.6
Chelsea,Swansea,England,3,1,0.333333333333333
Chelsea,Tottenham,England,3,1,0.333333333333333
Chelsea,Watford,England,2,1,0.5
Chelsea,West Brom,England,4,2,0.5
Chelsea,West Ham,England,3,1,0.333333333333333
Chievo Verona,AC Milan,Italy,2,0,0
Chievo Verona,AS Roma,Italy,2,0,0
Chievo Verona,Atalanta,Italy,5,0,0
Chievo Verona,Bologna,Italy,2,0,0
Chievo Verona,Carpi,Italy,1,1,1
Chievo Verona,Catania,Italy,3,2,0.666666666666667
Chievo Verona,Cesena,Italy,1,1,1
Chievo Verona,Empoli,Italy,3,1,0.333333333333333
Chievo Verona,Fiorentina,Italy,6,1,0.166666666666667
Chievo Verona,Frosinone,Italy,1,1,1
Chievo Verona,Genoa,Italy,6,3,0.5
Chievo Verona,Hellas Verona,Italy,3,0,0
Chievo Verona,Internazionale,Italy,4,1,0.25
Chievo Verona,Juventus,Italy,6,0,0
Chievo Verona,Lazio,Italy,4,0,0
Chievo Verona,Lecce,Italy,1,0,0
Chievo Verona,Livorno,Italy,1,1,1
Chievo Verona,Napoli,Italy,4,0,0
Chievo Verona,Novara,Italy,2,1,0.5
Chievo Verona,Palermo,Italy,4,1,0.25
Chievo Verona,Parma,Italy,5,0,0
Chievo Verona,Sampdoria,Italy,6,3,0.5
Chievo Verona,Sassuolo,Italy,3,1,0.333333333333333
Chievo Verona,Siena,Italy,2,0,0
Chievo Verona,Torino,Italy,4,1,0.25
Chievo Verona,Udinese,Italy,8,2,0.25
Cordoba,Almeria,Spain,2,0,0
Cordoba,Celta Vigo,Spain,1,0,0
Cordoba,Deportivo La Coruna,Spain,1,0,0
Cordoba,Eibar,Spain,1,0,0
Cordoba,Getafe,Spain,2,0,0
Cordoba,Malaga,Spain,1,0,0
Cordoba,Rayo Vallecano,Spain,1,0,0
Cordoba,Real Madrid,Spain,1,0,0
Cordoba,Real Sociedad,Spain,2,0,0
Cordoba,Sevilla,Spain,1,0,0
Cordoba,Valencia,Spain,1,0,0
Crotone,AC Milan,Italy,1,0,0
Crotone,Atalanta,Italy,1,0,0
Crotone,Cagliari,Italy,1,0,0
Crotone,Empoli,Italy,1,0,0
Crotone,Fiorentina,Italy,1,0,0
Crotone,Genoa,Italy,2,0,0
Crotone,Napoli,Italy,1,0,0
Crotone,Palermo,Italy,1,0,0
Crotone,Sampdoria,Italy,1,0,0
Crotone,Sassuolo,Italy,1,0,0
Crotone,US Pescara,Italy,1,1,1
Crystal Palace,Arsenal,England,4,0,0
Crystal Palace,Aston Villa,England,1,1,1
Crystal Palace,Bournemouth,England,2,0,0
Crystal Palace,Burnley,England,2,1,0.5
Crystal Palace,Chelsea,England,3,1,0.333333333333333
Crystal Palace,Everton,England,4,2,0.5
Crystal Palace,Fulham,England,2,0,0
Crystal Palace,Hull,England,1,0,0
Crystal Palace,Leicester City,England,1,0,0
Crystal Palace,Liverpool,England,7,3,0.428571428571429
Crystal Palace,Manchester City,England,2,1,0.5
Crystal Palace,Manchester Utd,England,2,0,0
Crystal Palace,Middlesbrough,England,1,1,1
Crystal Palace,Newcastle,England,3,1,0.333333333333333
Crystal Palace,Norwich City,England,2,1,0.5
Crystal Palace,QPR,England,1,1,1
Crystal Palace,Southampton,England,2,0,0
Crystal Palace,Stoke City,England,5,4,0.8
Crystal Palace,Sunderland,England,4,2,0.5
Crystal Palace,Swansea,England,5,0,0
Crystal Palace,Tottenham,England,2,1,0.5
Crystal Palace,Watford,England,2,0,0
Crystal Palace,West Brom,England,3,1,0.333333333333333
Crystal Palace,West Ham,England,4,1,0.25
Deportivo La Coruna,Athletic Bilbao,Spain,5,0,0
Deportivo La Coruna,Atletico Madrid,Spain,2,0,0
Deportivo La Coruna,Barcelona,Spain,3,0,0
Deportivo La Coruna,Celta Vigo,Spain,5,1,0.2
Deportivo La Coruna,Cordoba,Spain,1,0,0
Deportivo La Coruna,Eibar,Spain,2,1,0.5
Deportivo La Coruna,Espanyol,Spain,1,0,0
Deportivo La Coruna,Getafe,Spain,4,0,0
Deportivo La Coruna,Granada,Spain,5,0,0
Deportivo La Coruna,Las Palmas,Spain,2,0,0
Deportivo La Coruna,Leganes,Spain,1,0,0
Deportivo La Coruna,Levante,Spain,2,1,0.5
Deportivo La Coruna,Malaga,Spain,4,0,0
Deportivo La Coruna,Mallorca,Spain,1,1,1
Deportivo La Coruna,Osasuna,Spain,1,0,0
Deportivo La Coruna,Rayo Vallecano,Spain,5,2,0.4
Deportivo La Coruna,Real Betis,Spain,4,1,0.25
Deportivo La Coruna,Real Madrid,Spain,4,0,0
Deportivo La Coruna,Real Sociedad,Spain,4,1,0.25
Deportivo La Coruna,Real Zaragoza,Spain,2,1,0.5
Deportivo La Coruna,Sevilla,Spain,6,0,0
Deportivo La Coruna,Sporting Gijon,Spain,3,1,0.333333333333333
Deportivo La Coruna,Valencia,Spain,5,0,0
Deportivo La Coruna,Villarreal,Spain,2,0,0
Dijon FCO,AC Ajaccio,France,2,0,0
Dijon FCO,AJ Auxerre,France,1,0,0
Dijon FCO,Angers,France,1,0,0
Dijon FCO,AS Monaco,France,1,0,0
Dijon FCO,AS Nancy Lorraine,France,1,1,1
Dijon FCO,Bordeaux,France,2,0,0
Dijon FCO,Brest,France,1,0,0
Dijon FCO,Caen,France,1,0,0
Dijon FCO,Evian Thonon Gaillard,France,1,1,1
Dijon FCO,Guingamp,France,1,0,0
Dijon FCO,Lyon,France,3,1,0.333333333333333
Dijon FCO,Marseille,France,2,0,0
Dijon FCO,Montpellier,France,4,0,0
Dijon FCO,Nice,France,2,0,0
Dijon FCO,Paris Saint-Germain,France,1,0,0
Dijon FCO,St Etienne,France,2,0,0
Dijon FCO,Stade Rennes,France,1,0,0
Dijon FCO,Toulouse,France,1,0,0
Dijon FCO,Valenciennes,France,1,0,0
Eibar,Almeria,Spain,1,1,1
Eibar,Athletic Bilbao,Spain,2,0,0
Eibar,Atletico Madrid,Spain,3,0,0
Eibar,Barcelona,Spain,1,0,0
Eibar,Celta Vigo,Spain,2,0,0
Eibar,Cordoba,Spain,1,0,0
Eibar,Deportivo La Coruna,Spain,2,0,0
Eibar,Espanyol,Spain,3,2,0.666666666666667
Eibar,Getafe,Spain,4,2,0.5
Eibar,Granada,Spain,4,3,0.75
Eibar,Leganes,Spain,1,0,0
Eibar,Levante,Spain,3,0,0
Eibar,Malaga,Spain,2,0,0
Eibar,Osasuna,Spain,1,0,0
Eibar,Rayo Vallecano,Spain,2,0,0
Eibar,Real Betis,Spain,2,1,0.5
Eibar,Real Madrid,Spain,1,0,0
Eibar,Real Sociedad,Spain,2,1,0.5
Eibar,Sevilla,Spain,3,0,0
Eibar,Sporting Gijon,Spain,1,1,1
Eibar,Valencia,Spain,2,0,0
Eibar,Villarreal,Spain,4,1,0.25
Eintracht Frankfurt,Bayer Leverkusen,Germany,6,3,0.5
Eintracht Frankfurt,Bayern Munich,Germany,1,0,0
Eintracht Frankfurt,Borussia Dortmund,Germany,4,1,0.25
Eintracht Frankfurt,Borussia Monchengladbach,Germany,3,1,0.333333333333333
Eintracht Frankfurt,FC Augsburg,Germany,6,1,0.166666666666667
Eintracht Frankfurt,FC Cologne,Germany,4,2,0.5
Eintracht Frankfurt,FC Ingolstadt 04,Germany,1,0,0
Eintracht Frankfurt,Fortuna Dusseldorf,Germany,1,1,1
Eintracht Frankfurt,Hamburg SV,Germany,5,3,0.6
Eintracht Frankfurt,Hannover 96,Germany,4,2,0.5
Eintracht Frankfurt,Hertha Berlin,Germany,3,0,0
Eintracht Frankfurt,Mainz,Germany,5,1,0.2
Eintracht Frankfurt,Nurnberg,Germany,3,2,0.666666666666667
Eintracht Frankfurt,SC Freiburg,Germany,3,1,0.333333333333333
Eintracht Frankfurt,SC Paderborn,Germany,1,0,0
Eintracht Frankfurt,Schalke 04,Germany,3,0,0
Eintracht Frankfurt,SpVgg Greuther Furth,Germany,2,1,0.5
Eintracht Frankfurt,SV Darmstadt 98,Germany,1,1,1
Eintracht Frankfurt,TSG Hoffenheim,Germany,4,2,0.5
Eintracht Frankfurt,VfB Stuttgart,Germany,8,2,0.25
Eintracht Frankfurt,VfL Wolfsburg,Germany,7,1,0.142857142857143
Eintracht Frankfurt,Werder Bremen,Germany,5,4,0.8
Elche,Almeria,Spain,2,0,0
Elche,Athletic Bilbao,Spain,3,1,0.333333333333333
Elche,Celta Vigo,Spain,1,0,0
Elche,Espanyol,Spain,3,1,0.333333333333333
Elche,Getafe,Spain,1,0,0
Elche,Granada,Spain,1,0,0
Elche,Levante,Spain,2,0,0
Elche,Malaga,Spain,2,1,0.5
Elche,Osasuna,Spain,1,0,0
Elche,Rayo Vallecano,Spain,1,1,1
Elche,Real Betis,Spain,1,1,1
Elche,Real Madrid,Spain,2,0,0
Elche,Real Sociedad,Spain,1,0,0
Elche,Real Valladolid,Spain,1,0,0
Elche,Sevilla,Spain,2,0,0
Elche,Valencia,Spain,3,1,0.333333333333333
Elche,Villarreal,Spain,2,0,0
Empoli,AC Milan,Italy,5,0,0
Empoli,AS Roma,Italy,3,0,0
Empoli,Atalanta,Italy,2,0,0
Empoli,Bologna,Italy,1,1,1
Empoli,Cagliari,Italy,1,0,0
Empoli,Cesena,Italy,1,0,0
Empoli,Chievo Verona,Italy,3,0,0
Empoli,Crotone,Italy,1,1,1
Empoli,Fiorentina,Italy,3,0,0
Empoli,Frosinone,Italy,1,0,0
Empoli,Genoa,Italy,2,0,0
Empoli,Hellas Verona,Italy,1,0,0
Empoli,Internazionale,Italy,2,0,0
Empoli,Juventus,Italy,1,0,0
Empoli,Lazio,Italy,1,1,1
Empoli,Napoli,Italy,4,1,0.25
Empoli,Parma,Italy,1,0,0
Empoli,Sampdoria,Italy,3,0,0
Empoli,Sassuolo,Italy,3,1,0.333333333333333
Empoli,Udinese,Italy,3,1,0.333333333333333
Espanyol,Almeria,Spain,2,0,0
Espanyol,Athletic Bilbao,Spain,7,4,0.571428571428571
Espanyol,Atletico Madrid,Spain,3,1,0.333333333333333
Espanyol,Barcelona,Spain,3,0,0
Espanyol,Celta Vigo,Spain,3,0,0
Espanyol,Deportivo La Coruna,Spain,1,0,0
Espanyol,Eibar,Spain,3,0,0
Espanyol,Elche,Spain,3,1,0.333333333333333
Espanyol,Getafe,Spain,3,0,0
Espanyol,Granada,Spain,6,3,0.5
Espanyol,Levante,Spain,7,1,0.142857142857143
Espanyol,Malaga,Spain,6,1,0.166666666666667
Espanyol,Mallorca,Spain,2,1,0.5
Espanyol,Osasuna,Spain,3,1,0.333333333333333
Espanyol,Racing Santander,Spain,1,1,1
Espanyol,Rayo Vallecano,Spain,7,5,0.714285714285714
Espanyol,Real Betis,Spain,2,1,0.5
Espanyol,Real Madrid,Spain,4,0,0
Espanyol,Real Sociedad,Spain,6,1,0.166666666666667
Espanyol,Real Valladolid,Spain,2,1,0.5
Espanyol,Real Zaragoza,Spain,2,0,0
Espanyol,Sevilla,Spain,7,0,0
Espanyol,Sporting Gijon,Spain,4,3,0.75
Espanyol,Valencia,Spain,9,1,0.111111111111111
Espanyol,Villarreal,Spain,4,0,0
Everton,Arsenal,England,4,1,0.25
Everton,Aston Villa,England,3,2,0.666666666666667
Everton,Bournemouth,England,2,1,0.5
Everton,Burnley,England,2,1,0.5
Everton,Cardiff,England,1,1,1
Everton,Chelsea,England,3,1,0.333333333333333
Everton,Crystal Palace,England,4,0,0
Everton,Fulham,England,2,2,1
Everton,Hull,England,3,1,0.333333333333333
Everton,Leicester City,England,4,0,0
Everton,Liverpool,England,3,0,0
Everton,Manchester City,England,4,0,0
Everton,Manchester Utd,England,2,0,0
Everton,Middlesbrough,England,1,1,1
Everton,Newcastle,England,1,0,0
Everton,Norwich City,England,1,0,0
Everton,QPR,England,2,2,1
Everton,Southampton,England,2,1,0.5
Everton,Stoke City,England,2,0,0
Everton,Sunderland,England,2,1,0.5
Everton,Swansea,England,5,2,0.4
Everton,Tottenham,England,3,0,0
Everton,Watford,England,3,0,0
Everton,West Brom,England,3,2,0.666666666666667
Everton,West Ham,England,4,2,0.5
Evian Thonon Gaillard,AC Ajaccio,France,5,2,0.4
Evian Thonon Gaillard,AJ Auxerre,France,1,1,1
Evian Thonon Gaillard,AS Monaco,France,2,0,0
Evian Thonon Gaillard,AS Nancy Lorraine,France,3,0,0
Evian Thonon Gaillard,Bastia,France,3,2,0.666666666666667
Evian Thonon Gaillard,Bordeaux,France,5,0,0
Evian Thonon Gaillard,Brest,France,1,0,0
Evian Thonon Gaillard,Caen,France,3,0,0
Evian Thonon Gaillard,Dijon FCO,France,1,0,0
Evian Thonon Gaillard,Guingamp,France,2,0,0
Evian Thonon Gaillard,Lens,France,1,1,1
Evian Thonon Gaillard,Lille,France,3,1,0.333333333333333
Evian Thonon Gaillard,Lorient,France,4,1,0.25
Evian Thonon Gaillard,Lyon,France,5,1,0.2
Evian Thonon Gaillard,Marseille,France,3,0,0
Evian Thonon Gaillard,Metz,France,1,1,1
Evian Thonon Gaillard,Montpellier,France,5,2,0.4
Evian Thonon Gaillard,Nantes,France,1,0,0
Evian Thonon Gaillard,Nice,France,4,0,0
Evian Thonon Gaillard,Paris Saint-Germain,France,3,0,0
Evian Thonon Gaillard,Sochaux,France,5,1,0.2
Evian Thonon Gaillard,St Etienne,France,4,0,0
Evian Thonon Gaillard,Stade de Reims,France,5,1,0.2
Evian Thonon Gaillard,Stade Rennes,France,6,1,0.166666666666667
Evian Thonon Gaillard,Toulouse,France,4,2,0.5
Evian Thonon Gaillard,Valenciennes,France,2,1,0.5
FC Augsburg,Bayer Leverkusen,Germany,9,0,0
FC Augsburg,Bayern Munich,Germany,5,0,0
FC Augsburg,Borussia Dortmund,Germany,7,0,0
FC Augsburg,Borussia Monchengladbach,Germany,7,3,0.428571428571429
FC Augsburg,Eintracht Frankfurt,Germany,6,1,0.166666666666667
FC Augsburg,FC Cologne,Germany,2,2,1
FC Augsburg,FC Ingolstadt 04,Germany,1,0,0
FC Augsburg,Fortuna Dusseldorf,Germany,1,1,1
FC Augsburg,Hamburg SV,Germany,4,2,0.5
FC Augsburg,Hannover 96,Germany,3,0,0
FC Augsburg,Hertha Berlin,Germany,1,0,0
FC Augsburg,Kaiserslautern,Germany,1,0,0
FC Augsburg,Mainz,Germany,7,2,0.285714285714286
FC Augsburg,Nurnberg,Germany,1,0,0
FC Augsburg,RB Leipzig,Germany,1,0,0
FC Augsburg,SC Freiburg,Germany,5,2,0.4
FC Augsburg,SC Paderborn,Germany,1,0,0
FC Augsburg,Schalke 04,Germany,8,1,0.125
FC Augsburg,SpVgg Greuther Furth,Germany,2,1,0.5
FC Augsburg,SV Darmstadt 98,Germany,1,0,0
FC Augsburg,TSG Hoffenheim,Germany,5,2,0.4
FC Augsburg,TSV Eintracht Braunschweig,Germany,1,1,1
FC Augsburg,VfB Stuttgart,Germany,5,2,0.4
FC Augsburg,VfL Wolfsburg,Germany,4,1,0.25
FC Augsburg,Werder Bremen,Germany,9,5,0.555555555555556
FC Cologne,Bayer Leverkusen,Germany,5,2,0.4
FC Cologne,Bayern Munich,Germany,4,0,0
FC Cologne,Borussia Dortmund,Germany,4,2,0.5
FC Cologne,Borussia Monchengladbach,Germany,1,1,1
FC Cologne,Eintracht Frankfurt,Germany,4,2,0.5
FC Cologne,FC Augsburg,Germany,2,0,0
FC Cologne,FC Ingolstadt 04,Germany,3,1,0.333333333333333
FC Cologne,Hamburg SV,Germany,3,2,0.666666666666667
FC Cologne,Hannover 96,Germany,2,0,0
FC Cologne,Hertha Berlin,Germany,2,0,0
FC Cologne,Kaiserslautern,Germany,1,0,0
FC Cologne,Mainz,Germany,2,1,0.5
FC Cologne,Nurnberg,Germany,2,0,0
FC Cologne,RB Leipzig,Germany,1,0,0
FC Cologne,SC Freiburg,Germany,1,0,0
FC Cologne,Schalke 04,Germany,4,2,0.5
FC Cologne,SV Darmstadt 98,Germany,1,1,1
FC Cologne,TSG Hoffenheim,Germany,4,2,0.5
FC Cologne,VfB Stuttgart,Germany,3,1,0.333333333333333
FC Cologne,VfL Wolfsburg,Germany,4,0,0
FC Cologne,Werder Bremen,Germany,5,0,0
FC Ingolstadt 04,Bayer Leverkusen,Germany,1,1,1
FC Ingolstadt 04,Bayern Munich,Germany,2,0,0
FC Ingolstadt 04,Borussia Dortmund,Germany,1,0,0
FC Ingolstadt 04,Eintracht Frankfurt,Germany,1,0,0
FC Ingolstadt 04,FC Augsburg,Germany,1,1,1
FC Ingolstadt 04,FC Cologne,Germany,3,0,0
FC Ingolstadt 04,Hamburg SV,Germany,2,0,0
FC Ingolstadt 04,Hannover 96,Germany,1,0,0
FC Ingolstadt 04,Hertha Berlin,Germany,1,0,0
FC Ingolstadt 04,SC Freiburg,Germany,1,0,0
FC Ingolstadt 04,Schalke 04,Germany,1,0,0
FC Ingolstadt 04,SV Darmstadt 98,Germany,1,1,1
FC Ingolstadt 04,TSG Hoffenheim,Germany,3,0,0
FC Ingolstadt 04,VfB Stuttgart,Germany,1,0,0
FC Ingolstadt 04,VfL Wolfsburg,Germany,1,0,0
FC Ingolstadt 04,Werder Bremen,Germany,1,0,0
Fiorentina,AC Milan,Italy,5,3,0.6
Fiorentina,AS Roma,Italy,6,1,0.166666666666667
Fiorentina,Atalanta,Italy,4,3,0.75
Fiorentina,Bologna,Italy,2,0,0
Fiorentina,Cagliari,Italy,5,2,0.4
Fiorentina,Carpi,Italy,1,1,1
Fiorentina,Catania,Italy,3,1,0.333333333333333
Fiorentina,Cesena,Italy,2,2,1
Fiorentina,Chievo Verona,Italy,6,4,0.666666666666667
Fiorentina,Crotone,Italy,1,0,0
Fiorentina,Empoli,Italy,3,1,0.333333333333333
Fiorentina,Frosinone,Italy,1,1,1
Fiorentina,Genoa,Italy,5,2,0.4
Fiorentina,Hellas Verona,Italy,4,3,0.75
Fiorentina,Internazionale,Italy,7,3,0.428571428571429
Fiorentina,Juventus,Italy,7,2,0.285714285714286
Fiorentina,Lazio,Italy,2,0,0
Fiorentina,Napoli,Italy,6,0,0
Fiorentina,Novara,Italy,1,0,0
Fiorentina,Palermo,Italy,4,4,1
Fiorentina,Parma,Italy,4,0,0
Fiorentina,Sampdoria,Italy,5,1,0.2
Fiorentina,Sassuolo,Italy,5,3,0.6
Fiorentina,Siena,Italy,2,2,1
Fiorentina,Torino,Italy,7,1,0.142857142857143
Fiorentina,Udinese,Italy,7,3,0.428571428571429
Fiorentina,US Pescara,Italy,1,1,1
Fortuna Dusseldorf,Bayer Leverkusen,Germany,2,0,0
Fortuna Dusseldorf,Bayern Munich,Germany,1,0,0
Fortuna Dusseldorf,Borussia Dortmund,Germany,2,0,0
Fortuna Dusseldorf,Borussia Monchengladbach,Germany,1,0,0
Fortuna Dusseldorf,Eintracht Frankfurt,Germany,1,0,0
Fortuna Dusseldorf,FC Augsburg,Germany,1,0,0
Fortuna Dusseldorf,Hamburg SV,Germany,1,0,0
Fortuna Dusseldorf,Hannover 96,Germany,1,1,1
Fortuna Dusseldorf,Mainz,Germany,1,0,0
Fortuna Dusseldorf,Nurnberg,Germany,1,0,0
Fortuna Dusseldorf,Schalke 04,Germany,2,0,0
Fortuna Dusseldorf,TSG Hoffenheim,Germany,1,0,0
Fortuna Dusseldorf,VfB Stuttgart,Germany,1,1,1
Fortuna Dusseldorf,VfL Wolfsburg,Germany,2,0,0
Fortuna Dusseldorf,Werder Bremen,Germany,2,0,0
Frosinone,AC Milan,Italy,2,0,0
Frosinone,AS Roma,Italy,1,0,0
Frosinone,Carpi,Italy,2,1,0.5
Frosinone,Chievo Verona,Italy,1,0,0
Frosinone,Empoli,Italy,1,1,1
Frosinone,Fiorentina,Italy,1,0,0
Frosinone,Genoa,Italy,1,0,0
Frosinone,Hellas Verona,Italy,2,2,1
Frosinone,Juventus,Italy,1,0,0
Frosinone,Napoli,Italy,1,0,0
Frosinone,Palermo,Italy,1,0,0
Frosinone,Sassuolo,Italy,1,0,0
Frosinone,Torino,Italy,2,0,0
Fulham,Aston Villa,England,1,1,1
Fulham,Cardiff,England,1,0,0
Fulham,Chelsea,England,1,0,0
Fulham,Crystal Palace,England,2,1,0.5
Fulham,Everton,England,2,0,0
Fulham,Hull,England,1,0,0
Fulham,Liverpool,England,1,0,0
Fulham,Manchester City,England,1,0,0
Fulham,Manchester Utd,England,2,0,0
Fulham,Norwich City,England,1,1,1
Fulham,Stoke City,England,1,0,0
Fulham,Sunderland,England,1,0,0
